Airport,LongDate,Date,Hour,AvgWait,MaxWait,Booths,Count,Lat,Lon
EWR,1458259200000,03/18/16,1200 - 1300,9,27.5,24.5,1303,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1300 - 1400,22.5,58,28.5,1994,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1400 - 1500,12,33,27.5,1763,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1500 - 1600,11,29.5,23.5,1516,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1700 - 1800,7.5,18,18,924,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1800 - 1900,11,30.5,25.5,1514,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,0400 - 0500,7,23,12,509,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,0500 - 0600,14,42,11,405,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,0600 - 0700,11,26,11,289,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,0700 - 0800,14,29,13,379,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,0800 - 0900,28,53,9,315,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,0900 - 1000,12,18,7,59,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1000 - 1100,4,11,7,53,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1100 - 1200,6,15,21,273,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1600 - 1700,17,49,33,1199,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,1900 - 2000,11,38,36,1007,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,2000 - 2100,9,29,26,1025,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,2100 - 2200,10,25,26,534,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,2200 - 2300,9,22,16,416,40.692501068115234,-74.16860961914062
EWR,1458259200000,03/18/16,2300 - 0000,8,16,7,165,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,0700 - 0800,22,45.5,8.5,466,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1200 - 1300,14.5,39.5,15,965,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1300 - 1400,16.5,43,20.5,1207,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1500 - 1600,16.5,42.5,20,1678,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1600 - 1700,15.5,38.5,16,867,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1700 - 1800,19.5,51.5,16,826,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1800 - 1900,14,37.5,21,1323,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,0400 - 0500,9,26,13,521,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,0500 - 0600,17,39,13,365,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,0800 - 0900,32,60,7,237,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,0900 - 1000,4,9,5,56,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1000 - 1100,5,11,5,43,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1100 - 1200,17,34,13,328,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1400 - 1500,13,28,26,826,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,1900 - 2000,16,54,30,1051,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,2000 - 2100,16,42,21,849,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,2100 - 2200,12,30,19,598,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,2200 - 2300,19,44,12,350,40.692501068115234,-74.16860961914062
EWR,1458691200000,03/23/16,2300 - 0000,24,45,7,137,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,0800 - 0900,16,22.5,10,193,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1200 - 1300,18,44.5,20,1115,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1300 - 1400,19,50.5,22.5,1956,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1500 - 1600,14,42,21.5,1707,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1600 - 1700,13,36,18,1003,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1700 - 1800,10.5,35,20.5,1360,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1800 - 1900,11,33.5,16.5,772,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,0400 - 0500,11,34,15,263,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,0500 - 0600,18,58,14,590,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,0700 - 0800,15,34,10,284,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,0900 - 1000,4,8,11,57,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1000 - 1100,34,79,14,540,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1100 - 1200,26,63,23,633,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1400 - 1500,8,27,26,488,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,1900 - 2000,14,39,29,1100,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,2000 - 2100,19,49,28,1186,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,2100 - 2200,17,48,26,989,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,2200 - 2300,12,23,15,272,40.692501068115234,-74.16860961914062
EWR,1459382400000,03/31/16,2300 - 0000,13,22,7,134,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1100 - 1200,14.5,33.5,17,813,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1200 - 1300,8,19,19,658,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1300 - 1400,13.5,42,20.5,1370,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1400 - 1500,15,42,20,947,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1500 - 1600,12.5,36,19.5,1079,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1600 - 1700,20.5,43,20,866,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1700 - 1800,14.5,32,18.5,1140,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1800 - 1900,16.5,31,14,686,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,0400 - 0500,8,27,12,521,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,0500 - 0600,11,30,14,447,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,0600 - 0700,21,42,8,328,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,0700 - 0800,32,67,8,335,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,0800 - 0900,10,26,2,39,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,0900 - 1000,1,4,8,29,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1000 - 1100,2,5,8,22,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,1900 - 2000,17,49,23,1097,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,2000 - 2100,11,31,20,450,40.692501068115234,-74.16860961914062
EWR,1459814400000,04/05/16,2100 - 2200,12,33,12,208,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,0500 - 0600,35,103,12,1498,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1100 - 1200,12,78,18,1008,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1300 - 1400,12,38.5,22.5,2021,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1500 - 1600,22,68.5,22.5,2141,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1600 - 1700,17,44.5,17.5,752,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1700 - 1800,9,24,18,860,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1800 - 1900,12,30,24.5,1708,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,0000 - 0100,12,21,6,161,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,0400 - 0500,7,17,15,196,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,0700 - 0800,17,61,9,166,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,0800 - 0900,33,67,8,348,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1000 - 1100,2,4,6,18,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1200 - 1300,12,29,36,771,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1400 - 1500,6,15,28,538,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,1900 - 2000,7,24,36,1114,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,2000 - 2100,9,27,17,564,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,2100 - 2200,10,28,16,575,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,2200 - 2300,17,39,13,397,40.692501068115234,-74.16860961914062
EWR,1461456000000,04/24/16,2300 - 0000,12,24,5,178,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,0700 - 0800,19.5,44,12,505,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1100 - 1200,13,32.5,23.5,1348,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1300 - 1400,21,62,22.5,1438,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1400 - 1500,26.5,68,25.5,1863,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1600 - 1700,20.5,63.5,20,1551,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1700 - 1800,21.5,41,16.5,1164,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1800 - 1900,13.5,32.5,18,1440,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,0400 - 0500,9,27,19,778,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,0500 - 0600,17,40,14,415,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,0600 - 0700,15,30,11,402,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,0800 - 0900,17,35,6,71,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,0900 - 1000,7,13,8,72,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1000 - 1100,4,8,10,55,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1200 - 1300,9,27,34,680,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1500 - 1600,23,53,35,1170,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,1900 - 2000,19,47,29,1016,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,2000 - 2100,13,33,23,677,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,2100 - 2200,10,21,23,254,40.692501068115234,-74.16860961914062
EWR,1462147200000,05/02/16,2200 - 2300,14,34,17,606,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,0500 - 0600,18.5,41,15,735,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1200 - 1300,8,27.5,22,1073,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1300 - 1400,11,31.5,23.5,2024,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1400 - 1500,14,46.5,20,1720,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1500 - 1600,14.5,49,22.5,1230,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1600 - 1700,14.5,36,18.5,1176,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1700 - 1800,14,42,20,1604,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1800 - 1900,8.5,27,18.5,526,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,0000 - 0100,0,1,2,6,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,0400 - 0500,16,34,18,527,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,0700 - 0800,14,30,10,162,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,0900 - 1000,4,9,6,37,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1000 - 1100,44,77,14,369,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1100 - 1200,9,29,25,598,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,1900 - 2000,12,39,32,1298,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,2000 - 2100,14,30,19,451,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,2100 - 2200,12,33,20,596,40.692501068115234,-74.16860961914062
EWR,1463875200000,05/22/16,2200 - 2300,14,30,8,177,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,0500 - 0600,18,36.5,14.5,485,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1100 - 1200,24,46.5,20.5,1107,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1200 - 1300,16.5,37,25,1650,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1300 - 1400,14.5,40,24,2103,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1400 - 1500,13,39,23.5,1460,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1600 - 1700,12,35.5,21.5,1345,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1800 - 1900,12,37.5,22.5,1045,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,0100 - 0200,1,1,2,6,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,0400 - 0500,16,50,17,513,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,0600 - 0700,15,30,16,238,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,0700 - 0800,17,39,9,163,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,0800 - 0900,34,76,6,353,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1000 - 1100,15,38,15,268,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1500 - 1600,16,40,32,921,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1700 - 1800,18,45,20,785,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,1900 - 2000,17,47,31,1204,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,2000 - 2100,12,29,19,874,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,2100 - 2200,16,32,20,500,40.692501068115234,-74.16860961914062
EWR,1464220800000,05/26/16,2200 - 2300,7,17,13,172,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1100 - 1200,6.5,19,15.5,512,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1200 - 1300,15,37.5,22,1175,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1300 - 1400,22,86.5,24,2242,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1400 - 1500,24.5,80,22.5,1657,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1500 - 1600,31,83.5,19.5,1469,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1600 - 1700,16.5,47.5,15.5,840,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1700 - 1800,21.5,46,18,840,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1800 - 1900,16,34.5,21,927,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,0400 - 0500,10,36,19,708,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,0500 - 0600,13,42,21,466,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,0700 - 0800,33,75,9,376,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,0800 - 0900,8,16,13,165,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,0900 - 1000,13,18,6,71,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1000 - 1100,16,32,17,434,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,1900 - 2000,13,35,35,1495,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,2000 - 2100,8,22,23,799,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,2100 - 2200,11,25,19,397,40.692501068115234,-74.16860961914062
EWR,1465171200000,06/06/16,2200 - 2300,5,18,12,33,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1100 - 1200,16.5,37,20,1181,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1200 - 1300,15.5,34,20,969,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1300 - 1400,22,63,21.5,1908,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1400 - 1500,22.5,58,19,810,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1500 - 1600,19.5,64.5,19.5,2049,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1600 - 1700,15.5,36,18.5,466,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1700 - 1800,18.5,46,16,955,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1800 - 1900,16.5,44,16.5,1303,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,0400 - 0500,19,54,16,739,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,0500 - 0600,15,32,13,204,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,0600 - 0700,18,34,9,276,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,0700 - 0800,12,25,13,162,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,0800 - 0900,32,73,9,384,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,0900 - 1000,9,13,7,51,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,1900 - 2000,22,148,21,510,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,2000 - 2100,25,80,22,870,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,2100 - 2200,18,37,12,425,40.692501068115234,-74.16860961914062
EWR,1465948800000,06/15/16,2200 - 2300,9,12,9,47,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,0500 - 0600,17,37.5,10,507,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1200 - 1300,7,19,23.5,1172,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1300 - 1400,17,65,26,3135,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1400 - 1500,21.5,74,21.5,1279,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1500 - 1600,22,75,20.5,1583,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1600 - 1700,24.5,68.5,21.5,1485,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1700 - 1800,15.5,34.5,19.5,641,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1800 - 1900,11.5,36.5,20,1504,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,0000 - 0100,22,34,8,170,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,0400 - 0500,18,54,11,519,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,0700 - 0800,35,65,9,259,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,0800 - 0900,9,23,10,164,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,0900 - 1000,10,21,11,140,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1100 - 1200,21,49,27,859,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,1900 - 2000,18,57,35,1493,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,2000 - 2100,22,43,23,404,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,2100 - 2200,11,26,25,480,40.692501068115234,-74.16860961914062
EWR,1466985600000,06/27/16,2200 - 2300,31,67,8,396,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,0600 - 0700,18.5,38.5,10,526,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1100 - 1200,9.5,24,19.5,791,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1200 - 1300,8.5,26,21.5,1474,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1300 - 1400,14.5,42.5,23.5,1971,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1400 - 1500,11,32,21.5,1553,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1500 - 1600,10.5,28,19.5,1521,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1600 - 1700,19.5,41,19,1345,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1700 - 1800,8.5,23.5,12.5,402,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1800 - 1900,19,55,22,1933,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,0400 - 0500,21,34,14,267,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,0500 - 0600,18,39,12,490,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,0700 - 0800,45,86,8,309,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,0800 - 0900,17,29,12,166,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,0900 - 1000,2,7,9,34,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,1900 - 2000,17,54,28,823,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,2000 - 2100,16,44,15,522,40.692501068115234,-74.16860961914062
EWR,1467072000000,06/28/16,2100 - 2200,23,49,13,357,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,0800 - 0900,36.5,74.5,11,522,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1100 - 1200,14.5,34,16,780,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1300 - 1400,18.5,46,20,2029,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1400 - 1500,15,41,20.5,1576,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1500 - 1600,13.5,38.5,19,957,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1600 - 1700,17.5,55,20,1941,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1700 - 1800,13.5,35.5,17,1076,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1800 - 1900,11,27.5,22.5,1250,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1900 - 2000,9,60,20,1154,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,0000 - 0100,12,19,4,68,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,0400 - 0500,8,23,21,517,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,0500 - 0600,14,34,20,492,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,0900 - 1000,22,41,4,52,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1000 - 1100,29,47,17,318,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,1200 - 1300,19,38,25,813,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,2000 - 2100,13,33,20,568,40.692501068115234,-74.16860961914062
EWR,1467158400000,06/29/16,2100 - 2200,17,54,20,944,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,0700 - 0800,19.5,46,11,492,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1100 - 1200,18,38.5,18,1183,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1200 - 1300,12,32,18.5,1341,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1300 - 1400,16,42.5,21,2048,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1400 - 1500,12.5,36.5,21,1611,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1500 - 1600,15.5,40,19,1786,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1700 - 1800,12,30.5,16,1246,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1800 - 1900,11.5,31.5,18.5,1555,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,0400 - 0500,13,33,22,611,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,0500 - 0600,16,41,15,639,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,0600 - 0700,17,34,9,244,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,0900 - 1000,10,22,7,75,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1000 - 1100,36,72,18,334,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1600 - 1700,17,44,33,1106,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,1900 - 2000,14,42,29,1174,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,2000 - 2100,17,42,21,790,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,2100 - 2200,23,55,10,310,40.692501068115234,-74.16860961914062
EWR,1467676800000,07/05/16,2200 - 2300,19,40,7,118,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,0500 - 0600,15.5,31.5,12.5,508,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1100 - 1200,12,28,16.5,998,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1200 - 1300,9,27.5,22.5,1207,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1300 - 1400,15.5,56.5,26.5,2591,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1400 - 1500,13,49,18,1203,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1500 - 1600,17.5,47,17,802,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1600 - 1700,21.5,53.5,16,1605,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1700 - 1800,28,67,15.5,1239,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1800 - 1900,19,51.5,12.5,975,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,0400 - 0500,13,37,14,693,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,0700 - 0800,29,52,9,355,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,0900 - 1000,2,7,9,37,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1000 - 1100,10,23,13,202,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,1900 - 2000,24,65,26,1312,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,2000 - 2100,26,47,20,328,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,2100 - 2200,20,60,13,579,40.692501068115234,-74.16860961914062
EWR,1472601600000,08/31/16,2300 - 0000,19,35,5,228,40.692501068115234,-74.16860961914062
EWR,1473033600000,09/05/16,0500 - 0600,17,35,10.5,704,40.692501068115234,-74.16860961914062
